やぼったい,ヤボッタイ
取りまく,トリマク
はてる,ハテル
撃ち落とせる,ウチオトセル
沸き上がる,ワキアガル
飲みつぶす,ノミツブス
いいあらわせる,イイアラワセル
歩き回る,アルキマワル
だける,ダケル
決する,ケッスル
ぬぐう,ヌグウ
もうしあわす,モウシアワス
血走る,チバシル
顕す,アラワス
煉る,ネル
ぐうする,グウスル
書残す,カキノコス
取りだす,トリダス
目盛る,メモル
敗ける,マケル
洗い立てる,アライタテル
しのぶ,シノブ
書き換える,カキカエル
死にそこなう,シニソコナウ
やる,ヤル
おもいなやむ,オモイナヤム
飛び掛る,トビカカル
変り果てる,カワリハテル
でくわす,デクワス
いいあらそう,イイアラソウ
たよれる,タヨレル
ふぶく,フブク
越せる,コセル
すべくくる,スベククル
掴みあう,ツカミアウ
持ち崩す,モチクズス
ふみつぶす,フミツブス
堪る,タマル
呆れ返る,アキレカエル
片す,カタス
はりあえる,ハリアエル
なりたつ,ナリタツ
走り込める,ハシリコメル
しゃしゃり出る,シャシャリデル
醒ませる,サマセル
ゆく,ユク
縛れる,シバレル
ねりあげる,ネリアゲル
存する,ソンスル
かしずく,カシズク
覆える,オオエル
くいあらす,クイアラス
起き直れる,オキナオレル
思いあたる,オモイアタル
あやつる,アヤツル
責め合う,セメアウ
おわらす,オワラス
通せる,トオセル
とりひしぐ,トリヒシグ
ひきぬく,ヒキヌク
せめさいなむ,セメサイナム
あからめる,アカラメル
差し越える,サシコエル
進ずる,シンズル
巡り会う,メグリアウ
げんじる,ゲンジル
覚ませる,サマセル
ひっかぶる,ヒッカブル
かなでる,カナデル
そりおとせる,ソリオトセル
いためつける,イタメツケル
害す,ガイス
聞す,キコス
よなげる,ヨナゲル
すいする,スイスル
見下せる,ミクダセル
手放せる,テバナセル
ゆうきづく,ユウキヅク
やられる,ヤラレル
そむける,ソムケル
疑う,ウタガウ
唄う,ウタウ
掴まる,ツカマル
なりあがる,ナリアガル
そそげる,ソソゲル
弱まる,ヨワマル
取り縋る,トリスガル
持ち越せる,モチコセル
取り除く,トリノゾク
収まる,オサマル
ひとはたあげる,ヒトハタアゲル
切り分ける,キリワケル
亙る,ワタル
すべる,スベル
がなる,ガナル
見遣る,ミヤル
かけめぐる,カケメグル
滑らす,スベラス
産み落とせる,ウミオトセル
作りかえる,ツクリカエル
さきはじめる,サキハジメル
つっかかる,ツッカカル
捩じこむ,ネジコム
まきなおす,マキナオス
負ぶさる,オブサル
はさめる,ハサメル
つのぐむ,ツノグム
聞き取る,キキトル
表立つ,オモテダツ
見張る,ミハル
差昇る,サシノボル
およぼす,オヨボス
尊ぶ,タットブ
尊ぶ,トウトブ
考える,カンガエル
賀する,ガスル
鎮める,シズメル
あだする,アダスル
切り払える,キリハラエル
盗み出す,ヌスミダス
ききこめる,キキコメル
追返す,オイカエス
窪む,クボム
言切る,イイキル
出で立つ,イデタツ
ぶつかる,ブツカル
笑いころげる,ワライコロゲル
取り入れる,トリイレル
うかびあがれる,ウカビアガレル
切らす,キラス
反返る,ソリカエル
ふせる,フセル
逆らう,サカラウ
閉め切る,シメキル
夢みる,ユメミル
ゆき届く,ユキトドク
はく,ハク
逃す,ノガス
逃す,ニガス
患う,ワズラウ
義務付ける,ギムヅケル
漁る,アサル
漁る,スナドル
いらう,イラウ
嗜む,タシナム
まぎらわせる,マギラワセル
梳かす,トカス
書き直す,カキナオス
立ち上がれる,タチアガレル
あるく,アルク
押える,オサエル
のりこめる,ノリコメル
こむ,コム
買い入れる,カイイレル
通りかかる,トオリカカル
気にいる,キニイル
送り返す,オクリカエス
取替える,トリカエル
もうしこす,モウシコス
ふみならせる,フミナラセル
おくりかえせる,オクリカエセル
臭わす,ニオワス
しなう,シナウ
取り廻す,トリマワス
とりそろえる,トリソロエル
おいつける,オイツケル
申し合せる,モウシアワセル
とびぬける,トビヌケル
興ざめる,キョウザメル
語り込める,カタリコメル
押さえる,オサエル
現われる,アラワレル
くずせる,クズセル
おどれる,オドレル
押つまる,オシツマル
先がける,サキガケル
さいばしる,サイバシル
振放つ,フリハナツ
ねつける,ネツケル
深める,フカメル
こじあける,コジアケル
請出す,ウケダス
鄙びる,ヒナビル
散らす,チラス
払い戻す,ハライモドス
揺すぶる,ユスブル
すさむ,スサム
たちかわれる,タチカワレル
かよう,カヨウ
附ける,ツケル
あせばむ,アセバム
あまてらす,アマテラス
造りだす,ツクリダス
うけもつ,ウケモツ
渡る,ワタル
かいつまむ,カイツマム
殖える,フエル
打寄せる,ウチヨセル
ばかげる,バカゲル
おちのびる,オチノビル
はいりこむ,ハイリコム
敷く,シク
さきほこる,サキホコル
丸める,マルメル
引き立つ,ヒキタツ
妬ける,ヤケル
じゃくする,ジャクスル
はねとばす,ハネトバス
煮え繰り返る,ニエクリカエル
乗り回す,ノリマワス
きりはずせる,キリハズセル
着こなせる,キコナセル
召し捕る,メシトル
しぼれる,シボレル
けしきばむ,ケシキバム
くるしむ,クルシム
号する,ゴウスル
噴き上げる,フキアゲル
気おされる,ケオサレル
くわだてる,クワダテル
通る,トオル
狂う,クルウ
決めこむ,キメコム
図れる,ハカレル
とりあげる,トリアゲル
住まう,スマウ
ひんす,ヒンス
ふれる,フレル
言わす,イワス
行く,ユク
及ぼす,オヨボス
引払う,ヒキハラウ
埋め込める,ウメコメル
目くるめく,メクルメク
抜く,ヌク
ねり合せる,ネリアワセル
纏える,マトエル
につめる,ニツメル
返る,カエル
くりかえす,クリカエス
はらいこめる,ハライコメル
説付ける,トキツケル
選び出す,エラビダス
はやる,ハヤル
聞きあきる,キキアキル
おいやれる,オイヤレル
切開く,キリヒラク
踞る,ウズクマル
棄てる,ステル
撓む,タワム
染あがる,ソメアガル
埋めたてる,ウメタテル
同じる,ドウジル
あばれだす,アバレダス
なおす,ナオス
呼び起こす,ヨビオコス
連れる,ツレル
ふりおとせる,フリオトセル
みだれる,ミダレル
誘い合わす,サソイアワス
たちもどる,タチモドル
眇める,スガメル
ねびる,ネビル
漉き返す,スキカエス
克つ,カツ
極め付ける,キメツケル
こそぎ落とす,コソギオトス
まちくたびれる,マチクタビレル
追廻す,オイマワス
願い出でる,ネガイデル
奏する,ソウスル
咳き入る,セキイル
取り続ける,トリツヅケル
さます,サマス
いためる,イタメル
ふかす,フカス
断れる,コトワレル
ひきとる,ヒキトル
突っ走れる,ツッパシレル
くみこめる,クミコメル
うてる,ウテル
のがす,ノガス
磨く,ミガク
いきぬける,イキヌケル
盛りつける,モリツケル
継足す,ツギタス
弾く,ヒク
弾く,ハジク
痴れる,シレル
くり上げる,クリアゲル
ふみだす,フミダス
たちこむ,タチコム
綻びる,ホコロビル
食倒す,クイタオス
炊ぐ,カシグ
咲きこぼれる,サキコボレル
言い換える,イイカエル
静まる,シズマル
悔い改める,クイアラタメル
隣合う,トナリアウ
居坐る,イスワル
助ける,タスケル
助ける,スケル
奏でる,カナデル
報う,ムクウ
まもれる,マモレル
はさみきる,ハサミキル
治る,ナオル
のりとおす,ノリトオス
といただせる,トイタダセル
そばだつ,ソバダツ
いろどれる,イロドレル
きり組む,キリクム
産みおとす,ウミオトス
寄せる,ヨセル
埋め立てる,ウメタテル
くわす,クワス
紐解く,ヒモトク
さしいれる,サシイレル
辷り込む,スベリコム
傾ぐ,カシグ
売り払える,ウリハラエル
むく,ムク
うちこめる,ウチコメル
やせこける,ヤセコケル
まつわる,マツワル
煮え滾る,ニエタギル
翳る,カゲル
一肌脱ぐ,ヒトハダヌグ
くめる,クメル
わかやぐ,ワカヤグ
つっぱしる,ツッパシル
裁ける,サバケル
はっする,ハッスル
述べる,ノベル
押返す,オシカエス
まわりこめる,マワリコメル
力付ける,チカラヅケル
切り立てる,キリタテル
かどだつ,カドダツ
せめかける,セメカケル
きしる,キシル
引き戻せる,ヒキモドセル
うもれる,ウモレル
辞する,ジスル
編む,アム
取広げる,トリヒロゲル
止む,ヤム
有触れる,アリフレル
ねらい打てる,ネライウテル
立てこもる,タテコモル
除く,ノゾク
甜める,ナメル
聞損なう,キキソコナウ
聞き捨てる,キキズテル
ふみしだく,フミシダク
読み耽る,ヨミフケル
挟み込む,ハサミコム
絡める,カラメル
走り回れる,ハシリマワレル
ただれる,タダレル
滾つ,タギツ
なすり付ける,ナスリツケル
あつめる,アツメル
カエる,カエル
手伝える,テツダエル
はりあわす,ハリアワス
熱る,ホテル
しょい込む,ショイコム
くみつける,クミツケル
たずさわる,タズサワル
練り直せる,ネリナオセル
たたきおこす,タタキオコス
とりざたす,トリザタス
育む,ハグクム
きなさる,キナサル
寝かせる,ネカセル
なつく,ナツク
かぎ出せる,カギダセル
飛び離れる,トビハナレル
たれさがる,タレサガル
とりちがえる,トリチガエル
言い放す,イイハナス
配り歩ける,クバリアルケル
吹きまくる,フキマクル
へし折る,ヘシオル
受止める,ウケトメル
啜り泣く,ススリナク
張り合う,ハリアウ
あか抜ける,アカヌケル
知らせる,シラセル
帯びる,オビル
むすぶ,ムスブ
打ち見る,ウチミル
行届く,ユキトドク
行届く,イキトドク
華やぐ,ハナヤグ
おそれる,オソレル
たずねる,タズネル
あるける,アルケル
突っ伏す,ツップス
つちかえる,ツチカエル
住み替る,スミカワル
いや増す,イヤマス
ぶち当てる,ブチアテル
つきすすめる,ツキススメル
おさえこむ,オサエコム
舞戻る,マイモドル
撮れる,トレル
あばく,アバク
しれる,シレル
整う,トトノウ
かきくれる,カキクレル
踏み付ける,フミツケル
呵る,シカル
持込む,モチコム
だまりこくる,ダマリコクル
ほてる,ホテル
染みる,シミル
連れ回す,ツレマワス
暗む,クラム
待ち付ける,マチツケル
買切る,カイキル
勝ち越せる,カチコセル
着ぶくれる,キブクレル
おどす,オドス
間引ける,マビケル
たやす,タヤス
うめこめる,ウメコメル
すめる,スメル
見抜ける,ミヌケル
嫌われる,キラワレル
盛あがる,モリアガル
息む,イキム
創り出す,ツクリダス
ぶつ,ブツ
ふきあれる,フキアレル
振り払う,フリハラウ
みきる,ミキル
ごてる,ゴテル
しんじこむ,シンジコム
差伸べる,サシノベル
さしぐむ,サシグム
飛び廻る,トビマワル
取違える,トリチガエル
かんじいる,カンジイル
辞む,イナム
のりかかる,ノリカカル
とむ,トム
ひる,ヒル
色づく,イロヅク
色づく,イロヅク
とうじる,トウジル
討止める,ウチトメル
しもがかる,シモガカル
落合う,オチアウ
ふみぬく,フミヌク
しみわたる,シミワタル
捕る,トル
もえつく,モエツク
並べ立てる,ナラベタテル
かたれる,カタレル
撃てる,ウテル
さまよう,サマヨウ
ほえる,ホエル
引つれる,ヒキツレル
思い悩む,オモイナヤム
組み直す,クミナオス
投出す,ナゲダス
血ばしる,チバシル
折れ込む,オレコム
扱き下ろす,コキオロス
まとえる,マトエル
喫する,キッスル
よこぎる,ヨコギル
乗り付ける,ノリツケル
けんずる,ケンズル
刈り入れる,カリイレル
倒せる,タオセル
さしかかる,サシカカル
閉す,トザス
かしこまる,カシコマル
あららげる,アララゲル
擦れる,スレル
擦れる,コスレル
ありがたがる,アリガタガル
抱きしめる,ダキシメル
みちびきだせる,ミチビキダセル
ひっとらえる,ヒットラエル
おしかける,オシカケル
どなりこむ,ドナリコム
やらかす,ヤラカス
くるう,クルウ
明け渡す,アケワタス
渡り合う,ワタリアウ
手間取る,テマドル
貸し出せる,カシダセル
相いれる,アイイレル
えどる,エドル
掻き出す,カキダス
しいする,シイスル
取乱す,トリミダス
なりわたる,ナリワタル
熟する,ジュクスル
やきすてる,ヤキステル
張り巡らす,ハリメグラス
駆り集める,カリアツメル
潮垂れる,シオタレル
冷やかす,ヒヤカス
貯める,タメル
引き渡す,ヒキワタス
たかめる,タカメル
ちぢむ,チヂム
いらっしゃる,イラッシャル
塗付ける,ヌリツケル
縢る,カガル
詠み込める,ヨミコメル
伸びゆく,ノビユク
埋め合せる,ウメアワセル
はせさんずる,ハセサンズル
蔑む,サゲスム
待てる,マテル
鎮まる,シズマル
あそべる,アソベル
たてる,タテル
こしらえる,コシラエル
うっちゃる,ウッチャル
開ける,アケル
開ける,ヒラケル
谷まる,キワマル
なベかえる,ナベカエル
あずけいれる,アズケイレル
追いかける,オイカケル
よみとおす,ヨミトオス
行き詰まる,イキヅマル
行き詰まる,ユキヅマル
騒がす,サワガス
見え透く,ミエスク
おそわれる,オソワレル
巣だつ,スダツ
落ち着く,オチツク
追い縋る,オイスガル
きえのこる,キエノコル
おく,オク
いける,イケル
産む,ウム
つたう,ツタウ
ときつける,トキツケル
歩き回れる,アルキマワレル
突あたる,ツキアタル
約す,ヤクス
はいす,ハイス
うわつく,ウワツク
下ろす,オロス
すすみだせる,ススミダセル
競る,セル
こりかたまる,コリカタマル
遣い込む,ツカイコム
悖る,モトル
踏みしめる,フミシメル
ほほえむ,ホホエム
誘い掛ける,サソイカケル
読みつぐ,ヨミツグ
信ずる,シンズル
ゆき悩む,ユキナヤム
薫る,カオル
とりこむ,トリコム
攫う,サラウ
突っぱねる,ツッパネル
かねあう,カネアウ
はまる,ハマル
揺さぶる,ユサブル
受けつける,ウケツケル
もどせる,モドセル
繰り入れる,クリイレル
生まれ変わる,ウマレカワル
持たす,モタス
降り続く,フリツヅク
縫いつける,ヌイツケル
とびはなれる,トビハナレル
にぶる,ニブル
浮つく,ウワツク
夾む,ハサム
よわめる,ヨワメル
変る,カワル
さけぶ,サケブ
くぼめる,クボメル
でそろう,デソロウ
散りはてる,チリハテル
のりおくれる,ノリオクレル
つかうまつる,ツカウマツル
引っ捕える,ヒットラエル
取戻す,トリモドス
うすれる,ウスレル
もりあがる,モリアガル
称す,ショウス
暴ける,アバケル
ひきのける,ヒキノケル
しぼり上げる,シボリアゲル
さがしだせる,サガシダセル
いきり立つ,イキリタツ
抜く,ヌク
取りまとめる,トリマトメル
ふっ切れる,フッキレル
絶えはてる,タエハテル
えんじる,エンジル
行く,イク
転がす,コロガス
うちやぶる,ウチヤブル
捜せる,サガセル
引こもる,ヒキコモル
組み合す,クミアワス
思い起こせる,オモイオコセル
絞る,シボル
なつかしむ,ナツカシム
ふきこめる,フキコメル
泳ぎ着く,オヨギツク
成り下がれる,ナリサガレル
たすける,タスケル
そそり立てる,ソソリタテル
たたき出す,タタキダス
取り消す,トリケス
繰り出せる,クリダセル
染め返す,ソメカエス
とびこむ,トビコム
ひしげる,ヒシゲル
吹き飛ぶ,フキトブ
盛り込める,モリコメル
手こずる,テコズル
むかいあう,ムカイアウ
掴める,ツカメル
引攣れる,ヒキツレル
楯突く,タテツク
ひきさがる,ヒキサガル
肖る,アヤカル
便ずる,ベンズル
摘み取る,ツミトル
せいだせる,セイダセル
断てる,タテル
りゃくす,リャクス
降りかかる,フリカカル
うえこめる,ウエコメル
酔しれる,ヨイシレル
はぐらかせる,ハグラカセル
しあがる,シアガル
取壊す,トリコワス
吹きすさぶ,フキスサブ
ゆがめる,ユガメル
生かる,イカル
とり殺す,トリコロス
かきくもる,カキクモル
乱れる,ミダレル
さがしまわる,サガシマワル
庇う,カバウ
ついてまわる,ツイテマワル
かいつくろう,カイツクロウ
ふける,フケル
飛びたつ,トビタツ
採り上げる,トリアゲル
くみす,クミス
明け離れる,アケハナレル
取りつく,トリツク
買い被る,カイカブル
むらだつ,ムラダツ
浮きたつ,ウキタツ
持て扱う,モテアツカウ
おさえる,オサエル
翻る,ヒルガエル
飲み下す,ノミクダス
著す,アラワス
わびる,ワビル
とげだつ,トゲダツ
賜う,タマウ
いする,イスル
のけぞる,ノケゾル
勇気づく,ユウキヅク
勢いづける,イキオイヅケル
突く,ツク
ふんじばる,フンジバル
待ち伏せる,マチブセル
さいなむ,サイナム
たてとおす,タテトオス
詣る,マイル
うる,ウル
謳う,ウタウ
すいあげる,スイアゲル
逃せる,ノガセル
まちもうける,マチモウケル
当こする,アテコスル
行き合う,イキアウ
行き合う,ユキアウ
折りたたむ,オリタタム
うちあぐむ,ウチアグム
下がかる,シモガカル
縮み上がる,チヂミアガル
飛び上がる,トビアガル
取り付ける,トリツケル
ゆきあたる,ユキアタル
零落れる,オチブレル
かまける,カマケル
蒸らす,ムラス
合う,アウ
縮む,チヂム
経上がる,ヘアガル
立ち上がる,タチアガル
ぬきだせる,ヌキダセル
告ぐ,ツグ
だす,ダス
突き出す,ツキダス
取りやめる,トリヤメル
つきかえす,ツキカエス
ざんねんがる,ザンネンガル
付け加える,ツケクワエル
やりとげる,ヤリトゲル
ふりまく,フリマク
屯する,タムロスル
はりあう,ハリアウ
召し上げる,メシアゲル
解けあう,トケアウ
切り開く,キリヒラク
見直す,ミナオス
打ちあわす,ウチアワス
窺う,ウカガウ
貶む,サゲスム
捏ねかえす,コネカエス
呼び叫ぶ,ヨビサケブ
たちいたる,タチイタル
たまげる,タマゲル
受継ぐ,ウケツグ
消え残る,キエノコル
さしひかえる,サシヒカエル
追い越せる,オイコセル
じゅんずる,ジュンズル
建つ,タツ
終わらせる,オワラセル
もみあう,モミアウ
差し付ける,サシツケル
むきあえる,ムキアエル
寝そびれる,ネソビレル
立回る,タチマワル
舞い戻れる,マイモドレル
言い当てる,イイアテル
すっ飛ぶ,スットブ
生れおちる,ウマレオチル
乗り組める,ノリクメル
いらっしゃる,イラッシャル
切上げる,キリアゲル
貢ずる,コウズル
さしだせる,サシダセル
わたりあう,ワタリアウ
守り抜く,マモリヌク
うずもる,ウズモル
保てる,タモテル
みひらく,ミヒラク
引き合わす,ヒキアワス
過ぎ行く,スギユク
因む,チナム
いちゃつく,イチャツク
糶る,セル
捲き揚げる,マキアゲル
ひきずりだす,ヒキズリダス
取り壊せる,トリコワセル
攻めたてる,セメタテル
為す,ナス
澄みわたる,スミワタル
填る,ハマル
周章てる,アワテル
感づく,カンヅク
たちなおる,タチナオル
跳ねあがる,ハネアガル
値する,アタイスル
ぐずつく,グズツク
かき寄せる,カキヨセル
奨める,ススメル
折畳む,オリタタム
馴れ合う,ナレアウ
作り出せる,ツクリダセル
守る,マモル
かりとれる,カリトレル
思い知らす,オモイシラス
とおれる,トオレル
巻きこむ,マキコム
並みいる,ナミイル
めんじる,メンジル
陳べる,ノベル
たちそう,タチソウ
さしとめる,サシトメル
調べる,シラベル
惚ける,ホウケル
惚ける,トボケル
惚ける,ボケル
ゆるぎ出る,ユルギデル
べと付く,ベトツク
まちあわす,マチアワス
煮含める,ニフクメル
べとつく,ベトツク
かりたてる,カリタテル
かりきる,カリキル
つからせる,ツカラセル
捜し求める,サガシモトメル
撫す,ブス
くみとれる,クミトレル
かっ飛ばす,カットバス
かき鳴らす,カキナラス
ふるわせる,フルワセル
鋳潰す,イツブス
食違う,クイチガウ
打ち合せる,ウチアワセル
せせくる,セセクル
気付く,キヅク
触回る,フレマワル
走り回る,ハシリマワル
とぐ,トグ
いいこめる,イイコメル
かこつける,カコツケル
振り当てる,フリアテル
にぎわう,ニギワウ
こわばる,コワバル
長引く,ナガビク
みきわめる,ミキワメル
押通す,オシトオス
かたづく,カタヅク
すいとる,スイトル
おきあがれる,オキアガレル
航る,ワタル
浮べる,ウカベル
引きたてる,ヒキタテル
さしこす,サシコス
掘り出す,ホリダス
染めかえす,ソメカエス
泣込む,ナキコム
とりまぎれる,トリマギレル
かけまわる,カケマワル
見なれる,ミナレル
思い止る,オモイトマル
老いる,オイル
すすむ,ススム
くりだす,クリダス
廻す,マワス
寝惚ける,ネボケル
寝惚ける,ネトボケル
凝り固まる,コリカタマル
向き直る,ムキナオル
塞がる,フサガル
ふちどる,フチドル
脹らむ,フクラム
たぶらかす,タブラカス
年老いる,トシオイル
買い込む,カイコム
征する,セイスル
届ける,トドケル
勝ち越す,カチコス
にぎわわす,ニギワワス
ゆける,ユケル
捌かす,ハカス
縛り上げる,シバリアゲル
はしょれる,ハショレル
だまくらかす,ダマクラカス
捺す,オス
問いただす,トイタダス
相伴う,アイトモナウ
かがやかす,カガヤカス
売り払う,ウリハラウ
のりする,ノリスル
滑り込める,スベリコメル
吸い取る,スイトル
重んじる,オモンジル
もどる,モドル
恨む,ウラム
はやめる,ハヤメル
錆び付く,サビツク
つめきる,ツメキル
怒鳴り込む,ドナリコム
観ずる,カンズル
引当てる,ヒキアテル
押し薦める,オシススメル
あてがう,アテガウ
つやめく,ツヤメク
取次ぐ,トリツグ
捨て去る,ステサル
さぐりだせる,サグリダセル
仕上る,シアガル
乗ずる,ジョウズル
にえる,ニエル
留め置く,トメオク
敷きつめる,シキツメル
交ぜっかえす,マゼッカエス
かき消す,カキケス
切り裂く,キリサク
烟る,ケブル
ききつける,キキツケル
煮る,ニル
みにつける,ミニツケル
ぐれる,グレル
ねりあわす,ネリアワス
つきとおす,ツキトオス
座りこむ,スワリコム
臥せる,フセル
立ち去る,タチサル
降す,クダス
おじける,オジケル
かすむ,カスム
ねらい打つ,ネライウツ
織れる,オレル
はびこる,ハビコル
見直せる,ミナオセル
仰向く,アオムク
満ち足りる,ミチタリル
つぎたせる,ツギタセル
乗りかける,ノリカケル
さらけだす,サラケダス
なげかてる,ナゲカテル
則る,ノットル
ころぶ,コロブ
しぶる,シブル
こびり着く,コビリツク
みみなれる,ミミナレル
拉ぐ,ヒシグ
憂ふ,ウレフ
分け与える,ワケアタエル
位置付ける,イチヅケル
おもいきれる,オモイキレル
弄ぶ,モテアソブ
飛び乗れる,トビノレル
売りさばく,ウリサバク
おもいこむ,オモイコム
握る,ニギル
考え出す,カンガエダス
係わる,カカワル
塗り替える,ヌリカエル
堪りかねる,タマリカネル
きつける,キツケル
しゃぶる,シャブル
降かかる,フリカカル
吹き出る,フキデル
叱り付ける,シカリツケル
物言う,モノユウ
物言う,モノイウ
とびかう,トビカウ
適う,カナウ
弘める,ヒロメル
服す,フクス
おしきる,オシキル
乱す,ミダス
助け合う,タスケアウ
もめる,モメル
追える,オエル
寵する,チョウスル
繰り合せる,クリアワセル
にごらす,ニゴラス
改まる,アラタマル
伐つ,ウツ
ひれふす,ヒレフス
打取れる,ウチトレル
しのべる,シノベル
きえうせる,キエウセル
かい摘む,カイツマム
為出かす,シデカス
酔う,ヨウ
うけつける,ウケツケル
取り扱える,トリアツカエル
這い出す,ハイダス
入りまじる,イリマジル
打壊す,ウチコワス
見積る,ミツモル
恥じる,ハジル
襲かかる,オソイカカル
張飛ばす,ハリトバス
亡くす,ナクス
降らせる,フラセル
培える,ツチカエル
宿す,ヤドス
宿す,シュクス
捻じくれる,ネジクレル
かしつける,カシツケル
言い寄る,イイヨル
込上げる,コミアゲル
こと足りる,コトタリル
誂える,アツラエル
消え失せる,キエウセル
使える,ツカエル
さきわう,サキワウ
くたびれる,クタビレル
張り詰める,ハリツメル
張裂ける,ハリサケル
取り崩せる,トリクズセル
逆巻く,サカマク
切りかかる,キリカカル
思いあわせる,オモイアワセル
つまびく,ツマビク
しばたたく,シバタタク
あげつらる,アゲツラル
付回す,ツケマワス
呑み明かす,ノミアカス
おいかえす,オイカエス
思い乱れる,オモイミダレル
呼び入れる,ヨビイレル
賑やかす,ニギヤカス
骨ばる,ホネバル
誘いまくる,サソイマクル
割ける,サケル
光り輝く,ヒカリカガヤク
絶やせる,タヤセル
容れる,イレル
則する,ソクスル
餌付く,エヅク
読み誤る,ヨミアヤマル
ふきとる,フキトル
涸れる,カレル
おどける,オドケル
ためらう,タメラウ
おもいわずらう,オモイワズラウ
埋め合わせる,ウメアワセル
徹る,トオル
へす,ヘス
たたき込める,タタキコメル
ととのえなおす,トトノエナオス
しずめる,シズメル
書き込める,カキコメル
じゃらつく,ジャラツク
笑む,エム
たえる,タエル
飽き飽きする,アキアキスル
ゆるぎでる,ユルギデル
かいくる,カイクル
おぶる,オブル
買い与える,カイアタエル
こき下ろす,コキオロス
たちのぼる,タチノボル
刈り上げる,カリアゲル
ちょんぎる,チョンギル
いいはなす,イイハナス
召しあげる,メシアゲル
きりつける,キリツケル
いびり出す,イビリダス
付け上がる,ツケアガル
形づくる,カタチヅクル
つうぶる,ツウブル
うれえる,ウレエル
逆立てる,サカダテル
舞い上がる,マイアガル
はこびだせる,ハコビダセル
覚える,オボエル
晒せる,サラセル
といあわす,トイアワス
きり入る,キリイル
毒づく,ドクヅク
毒づく,ドクヅク
急かせる,セカセル
逝く,ユク
腰掛ける,コシカケル
いる,イル
切りかける,キリカケル
先走る,サキバシル
ふきはらう,フキハラウ
あかぬける,アカヌケル
おうずる,オウズル
起あがる,オキアガル
咲き誇る,サキホコル
めしあがれる,メシアガレル
ふみにじる,フミニジル
かたりこむ,カタリコム
震い付く,フルイツク
削り取れる,ケズリトレル
浮び上がる,ウカビアガル
娶す,メアワス
思いつめる,オモイツメル
つめかえる,ツメカエル
すべりおりる,スベリオリル
かぐ,カグ
打倒せる,ウチタオセル
より抜ける,ヨリヌケル
嗄れる,シャガレル
嗄れる,シワガレル
嗄れる,カレル
渡す,ワタス
悟る,サトル
ふれ合う,フレアウ
引込む,ヒキコム
赤める,アカメル
差し押える,サシオサエル
こんじる,コンジル
折りこむ,オリコム
疲らす,ツカラス
いきかえる,イキカエル
きる,キル
刈込む,カリコム
片寄せる,カタヨセル
つくねる,ツクネル
振りはらう,フリハラウ
ひけらかす,ヒケラカス
せばまる,セバマル
打ち落とせる,ウチオトセル
しくじる,シクジル
ねかす,ネカス
にえたぎる,ニエタギル
こうずる,コウズル
おどりはじめる,オドリハジメル
寫せる,ウツセル
勤しむ,イソシム
永らえる,ナガラエル
忘れる,ワスレル
ふてくされる,フテクサレル
当たり散らす,アタリチラス
論じる,ロンジル
描ける,エガケル
めいる,メイル
渦まく,ウズマク
照りはえる,テリハエル
くすむ,クスム
見きわめる,ミキワメル
牛耳る,ギュウジル
はい出る,ハイデル
持ち運べる,モチハコベル
きしむ,キシム
振り込める,フリコメル
聞きほれる,キキホレル
義務づける,ギムヅケル
損ねる,ソコネル
おこせる,オコセル
うけもてる,ウケモテル
くりまわす,クリマワス
つきとばせる,ツキトバセル
貴ぶ,トウトブ
貴ぶ,タットブ
おりたたむ,オリタタム
割り出せる,ワリダセル
とどこおる,トドコオル
さびつく,サビツク
咲乱れる,サキミダレル
存じる,ゾンジル
きえさる,キエサル
這入る,ハイイル
思いたつ,オモイタツ
ひとかわむく,ヒトカワムク
ききおとす,キキオトス
ただす,タダス
たえはてる,タエハテル
持て成す,モテナス
現せる,アラワセル
わらわれる,ワラワレル
おれこむ,オレコム
頭抜ける,ズヌケル
匂わす,ニオワス
関わる,カカワル
ひきつける,ヒキツケル
鳴る,ナル
見のがす,ミノガス
印する,インスル
慴れる,オソレル
気が付く,キガツク
ふりむける,フリムケル
あるきまわる,アルキマワル
乗り移る,ノリウツル
咲きでる,サキデル
こぼれる,コボレル
採り入れる,トリイレル
着膨れる,キブクレル
弛れる,ダレル
手伝う,テツダウ
せいす,セイス
撲りつける,ナグリツケル
飛回る,トビマワル
くずれさる,クズレサル
有す,ユウス
手繰る,タグル
彩る,イロドル
くいちがう,クイチガウ
放る,ホウル
賑わせる,ニギワセル
遠退ける,トオノケル
亡ぼす,ホロボス
廻せる,マワセル
こもれる,コモレル
乗せる,ノセル
殺せる,コロセル
擧げる,アゲル
まよう,マヨウ
まじわれる,マジワレル
ぼける,ボケル
叩きあげる,タタキアゲル
はむ,ハム
ききわける,キキワケル
組織だつ,ソシキダツ
滑れる,スベレル
居合せる,イアワセル
食止める,クイトメル
冴え渡る,サエワタル
あいつぐ,アイツグ
ちゃう,チャウ
あらそえる,アラソエル
さしあたる,サシアタル
酔える,ヨエル
まとまる,マトマル
ひきこもる,ヒキコモル
くぎれる,クギレル
ちがう,チガウ
辞める,ヤメル
追いやる,オイヤル
潰える,ツイエル
すずめる,スズメル
くれる,クレル
鍛える,キタエル
もちだす,モチダス
引っ掴む,ヒッツカム
稼ぐ,カセグ
対する,タイスル
列する,レッスル
はさみこめる,ハサミコメル
繁り合う,シゲリアウ
喫す,キッス
処す,ショス
取り分ける,トリワケル
